Laenge,Hauptwort,Vorschlag,Binnen
13,Bürgermeister,Bürgermeisterin bzw. Bürgermeister,N
13,Bürgermeister,BürgermeisterInnen,Y
13,Bürgermeister,Bürgermeisterinnen und Bürgermeister,N
13,Chefredakteur,Chefredakteurin bzw. - redakteur,N
13,Demonstranten,Demonstrierende,N
13,die Ermittler,Ermittlungsteam,N
13,Dienstleister,Dienstleisterin bzw. Dienstleister,N
13,Dienstleister,Dienstleisterinnen und Dienstleister,N
13,Dienstleister,DienstleisterInnen,Y
13,Eisenstädtern,Eisenstädterinnen und Eisenstädtern,N
13,Ergotherapeut,Ergotherapeutin bzw. Ergotherapeut,N
13,Fachassistent,Fachassistentin bzw. Fachassistent,N
13,Fachassistent,Fachassistenz,N
13,Feuerwehrmann,Feuerwehrfrau bzw. Feuerwehrmann,N
13,Filmvorführer,Filmvorführerin bzw. Filmvorführer,N
13,Filmvorführer,FilmvorführerInnen,Y
13,Fleischhauern,Fleischhauerinnen und Fleischhauern,N
13,Fliesenlegern,Fliesenlegerinnen und Fliesenlegern,N
13,Fremdenführer,Fremdenführerin bzw. Fremdenführer,N
13,Fremdenführer,FremdenführerInnen,Y
13,Fußgängerzone,autofreie Zone,N
13,Fußgängerzone,verkehrsarme Zone,N
13,Fußgängerzone,verkehrsfreie Zone,N
13,Gruppenleiter,Gruppenleiterin bzw. -leiter,N
13,Gruppenleiter,GruppenleiterInnen,Y
13,Gruppenleiter,Gruppenleitung,N
13,Hausinspektor,Hausinspektorin bzw. Hausinspektor,N
13,Informatikern,Informatikerinnen und Informatikern,N
13,Installateure,Installateurinnen und Installateure,N
13,Interessenten,Interessierte,N
13,Journalleiter,Journalleiterin bzw. -leiter,N
13,Journalleiter,JournalleiterInnen,Y
13,Kabarettisten,Kabarettistinnen und Kaberettisten,N
13,Kanalarbeiter,Kanalarbeiterin bzw. -arbeiter,N
13,Kanalarbeiter,KanalarbeiterInnen,Y
13,Kanzleileiter,Kanzleileiterin bzw.- leiter,N
13,Kindergärtner,Kindergartenpädagoginnen und Kindergartenpädagogen,N
13,Klagenfurtern,Klagenfurterinnen und Klagenfurtern,N
13,Koordinatoren,KoordinatorInnen,Y
13,KTH-Inspektor,KTH-Inspektorin bzw. KTH-Inspektor,N
13,Küchengehilfe,Küchengehilfin bzw. -gehilfe,N
13,kundenbezogen,bezogen auf die Kundschaft,N
13,Kundenwerbung,Akquisition,N
13,Laborgehilfen,LaborgehilfInnen,Y
13,Ladeninhabern,Ladeninhaberinnen und Ladeninhabern,N
13,Mathematikern,Mathematikerinnen und Mathematikern,N
13,Mechatroniker,Mechatronikerin bzw. Mechatroniker,N
13,Mechatroniker,MechatronikerInnen,Y
13,Mechatroniker,Mechatronikerinnen und Mechatroniker,N
13,Medienpartner,in Medienpartnerschaft mit,N
13,Muttersprache,Erstsprache,N
13,Muttersprache,Erstsprache,N
13,Nordeuropäern,Nordeuropäerinnen und Nordeuropäern,N
13,Notarzthelfer,Notarzthelferin bzw. Notarzthelfer,N
13,Notarzthelfer,NotarzthelferInnen,Y
13,Notarzthelfer,Notarzthelferinnen und Notarzthelfer,N
13,Oberpflegerin,Oberpflegerin bzw. -pfleger,N
13,Oberschwester,Oberschwester bzw. Oberpfleger,N
13,Organisatorin,Organisierende,N
13,Organisatorin,Organisatorin bzw. Organisator,N
13,Österreichern,Österreicherinnen und Österreichern,N
13,Programmierer,Programmiererin bzw. Programmierer,N
13,Programmierer,ProgrammiererInnen,Y
13,Programmierer,Programmiererinnen und Programmierer,N
13,Projektleiter,Leitung,N
13,Projektleiter,Projektleitung,N
13,Raumpflegerin,Reinigungskraft,N
13,Rechtsanwälte,Rechtsanwältinnen und Rechtsanwälte,N
13,Restauratoren,RestauratorInnen,Y
13,Restauratoren,Restauratorinnen und Restauratoren,N
13,Schauspielern,SchauspielerInnen,Y
13,Schauspielern,Schauspielerinnen und Schauspielern,N
13,Schriftführer,Schriftführerin bzw. Schriftführer,N
13,Schriftführer,SchriftführerInnen,Y
13,Schulsprecher,Schulsprecherin bzw. Schulsprecher,N
13,Schulsprecher,SchulsprecherInnen,Y
13,Schulsprecher,Schulsprecherinnen und Schulsprecher,N
13,Seminarleiter,Seminarleitung,N
13,Sponsorgelder,Sponsoringgelder,N
13,Staatsbürgern,Staatsbürgerinnen und Staatsbürgern,N
13,Stadtschulrat,Stadtschulrätin bzw. Stadtschulrat,N
13,Südamerikaner,Südamerikanerin bzw. Südamerikaner,N
13,Südamerikaner,SüdamerikanerInnen,Y
13,Südamerikaner,Südamerikanerinnen und Südamerikaner,N
13,Teamassistent,Teamassistentin bzw. -assistent,N
13,Teamassistent,Teamassistenz,N
13,Traktorführer,Traktorführerin bzw. Traktorführer,N
13,Umweltanwälte,Umweltanwältinnen bzw. -anwälte,N
13,Unteroffizier,Unteroffizierin bzw. Unteroffizier,N
13,Vereinsobmann,Vereinsobfrau bzw. -obmann,N
13,Verlagsführer,Verlagsführerin bzw. Verlagsführer,N
13,Verlagsführer,VerlagsführerInnen,Y
13,VIPER-KeyUser,VIPER-KeyUserin bzw. VIPER-KEYUser,N
13,Vizepräsident,Vizepräsidentin bzw. Vizepräsident,N
13,Vorarlbergern,Vorarlbergerinnen und Vorarlbergern,N
13,Westeuropäern,Westeuropäerinnen und Westeuropäern,N
13,Wettbewerbern,Wettbewerberinnen und Wettbewerbern,N
13,Zahntechniker,Zahntechnikerin bzw. Zahntechniker,N
13,Zugbegleitern,Zugbegleiterinnen und Zugbegleitern,N
12,Altenpfleger,Altenpflegerin und Altenpfleger,N
12,Altenpfleger,AltenpflegerInnen,Y
12,Altenpfleger,Altenpflegerinnen und Altenpfleger,N
12,Altenpfleger,Pflegepersonal,N
12,Amtsgehilfen,AmtsgehilfInnen,Y
12,Amtsgehilfen,Amtsgehilfinnen und Amtsgehilfen,N
12,Amtshauswart,Amtshauswartin bzw. Amtshauswart,N
12,Amtstierarzt,Amtstierärztin bzw. Amtstierarzt,N
12,Anfängerkurs,Einstiegskurs,N
12,Anfängerkurs,Grundkurs,N
12,Angestellter,Angestellte bzw. Angestellter,N
12,Angestellter,Belegschaft,N
12,Angestellter,Personal,N
12,Anthropologe,Anthropologin und Anthropologe,N
12,Arbeitnehmer,Arbeitnehmerin bzw. Arbeitnehmer,N
12,Arbeitnehmer,ArbeitnehmerInnen,Y
12,Archivleiter,Archivleiterin bzw. Archivleiter,N
12,Archivleiter,Archivleitung,N
12,Aristokraten,Aristokratinnen und Aristokraten,N
12,Auftraggeber,Auftraggeberin bzw. Auftraggeber,N
12,Auftraggeber,Auftraggeberinnen und Auftraggeber,N
12,Auftraggeber,AuftraggeberInnen,Y
12,Bademeistern,Bademeisterinnen und Bademeistern,N
12,Bakkalaureus,Bakkalaurea bzw. Bakkalaureus,N
12,Bauarbeitern,Bauarbeiterinnen und Bauarbeitern,N
12,Bauingenieur,Bauingenieurin bzw. Bauingenieur,N
12,Bediensteter,Bedienstete bzw. Bediensteter,N
12,Beschäftigte,Angestellten,N
12,Beschäftigte,Belegschaft,N
12,Beschäftigte,MitarbeiterInnen,Y
12,Beschäftigte,Personal,N
12,Betriebsarzt,Betriebsärztin bzw. Betriebsarzt,N
12,Betriebsräte,Betriebsrätinnen und Betriebsräte,N
12,Bibliothekar,Bibliothekarin und Bibliothekar,N
12,Börsenmakler,Börsenmaklerin und Börsenmakler,N
12,Börsenmakler,BörsenmaklerInnen,Y
12,Börsenmakler,Börsenmaklerinnen und Börsenmakler,N
12,Burgenländer,Burgenländerin und Burgenländer,N
12,Burgenländer,BurgenländerInnen,Y
12,Burgenländer,Burgenländerinnen und Burgenländer,N
12,Bürgerdienst,Service für Bürgerinnen und Bürger,N
12,Bürokaufmann,Bürokauffrau bzw. -kaufmann,N
12,Dienstnehmer,Dienstnehmerin bzw. Dienstnehmer,N
12,Dienstnehmer,Dienstnehmerinnen und Dienstnehmer,N
12,Dienstnehmer,DienstnehmerInnen,Y
12,Eisenstädter,Eisenstädterin und Eisenstädter,N
12,Eisenstädter,EisenstädterInnen,Y
12,Eisenstädter,Eisenstädterinnen und Eisenstädter,N
12,Ersatzmänner,Ersatzmitglieder,N
12,Expertenjury,ExpertInnenjury,Y
12,Facharbeiter,Facharbeiterin bzw. Facharbeiterin,N
12,Facharbeiter,FacharbeiterInnen,Y
12,Fachgehilfen,Fachgehilfinnen und Fachgehilfen,N
12,fachmännisch,fachkundig,N
12,Fachreferent,Fachreferentin bzw. Fachreferent,N
12,Fleischhauer,Fleischhauerin bzw. Fleischhauer,N
12,Fleischhauer,FleischhauerInnen,Y
12,Fleischhauer,Fleischhauerinnen und Fleischhauer,N
12,Fliesenleger,Fliesenlegerin und Fliesenleger,N
12,Fliesenleger,FliesenlegerInnen,Y
12,Fliesenleger,Fliesenlegerinnen und Fliesenleger,N
12,Fördernehmer,Fördernehmerin bzw. Fördernehmer,N
12,Fördernehmer,FördernehmerInnen,Y
12,Fördernehmer,Fördernehmerinnen und Fördernehmer,N
12,Forscherteam,Forschungsteam,N
12,Friseurinnen,Friseurinnen und Friseure,N
12,Funktionären,Funktionärinnen und Funktionären,N
12,Genforschern,Genforscherinnen und Genforschern,N
12,Gymnasiasten,Gymnasiastinnen und Gymnasiasten,N
12,Gymnasiasten,SchülerInnen,Y
12,Hausarbeiter,Hausarbeiterin bzw.- arbeiter,N
12,Hausarbeiter,HausarbeiterInnen,Y
12,Haushälterin,Haushälterin bzw. Haushälter,N
12,Hausmeistern,Hausmeisterinnen und Hausmeistern,N
12,Heilmasseure,HeilmasseurInnen,Y
12,Heimhelferin,Heimhelferin bzw. -helfer,N
12,Horthelferin,Horthelferin bzw. -helfer,N
12,IKT-Referent,IKT-Referentin bzw. -referent,N
12,Informatiker,Informatikerin bzw. Informatiker,N
12,Informatiker,InformatikerInnen,Y
12,Informatiker,Informatikerinnen und Informatiker,N
12,Installateur,Installateurin bzw. Installateur,N
12,Jobsuchender,Jobsuchende bzw. Jobsuchender,N
12,Jobsuchender,auf Jobsuche,N
12,Journalisten,JournalistInnen,Y
12,Journalisten,Journalistinnen und Journalisten,N
12,Kameramänner,Kamerateam,N
12,Kartographen,KartographInnen,Y
12,Klagenfurter,Klagenfurterin bzw. Klagenfurter,N
12,Klagenfurter,KlagenfurterInnen,Y
12,Klagenfurter,Klagenfurterinnen und Klagenfurter,N
12,Klubdirektor,Klubdirektorin bzw.- Klubdirektor,N
12,Kraftfahrern,Kraftfahrerinnen und Kraftfahrern,N
12,Küchenleiter,Küchenleiterin bzw. -leiter,N
12,Kundendienst,Auskunftsstelle,N
12,Kundendienst,Serviceabteilung,N
12,Kundenmagnet,Anziehungspunkt,N
12,Laborgehilfe,Laborgehilfin bzw. -gehilfe,N
12,Laborgehilfe,Laborgehilfin bzw. Laborgehilfe,N
12,Ladeninhaber,Ladeninhaberin und Ladeninhaber,N
12,Ladeninhaber,LadeninhaberInnen,Y
12,Ladeninhaber,Ladeninhaberinnen und Ladeninhaber,N
12,Lehrerstelle,Stelle der Lehrerinnen und Lehrer,N
12,Liquidatoren,LiquidatorInnen,Y
12,Liquidatoren,Liquidatorinnen und Liquidatoren,N
12,Mannschaften,Gruppen,N
12,Mannschaften,Teams,N
12,Marktgehilfe,Marktgehilfin bzw. -gehilfe,N
12,Marktmeister,Marktmeisterin bzw. -meister,N
12,Marktmeister,MarktmeisterInnen,Y
12,Maschinisten,Maschinistinnen und Maschinisten,N
12,Maschinisten,MaschinistInnen,Y
12,Mathematiker,Mathematikerin bzw. Mathematiker,N
12,Mathematiker,MathematikerInnen,Y
12,Mathematiker,Mathematikerinnen und Mathematiker,N
12,Mitarbeitern,Mitarbeiterinnen und Mitarbeitern,N
12,Mitbewohnern,Mitbewohnerinnen und Mitbewohnern,N
12,Müllaufleger,Müllauflegerin bzw. -aufleger,N
12,Namensvetter,Gleichnamige,N
12,Nordeuropäer,Nordeuropäerin bzw. Nordeuropäer,N
12,Nordeuropäer,NordeuropäerInnen,Y
12,Nordeuropäer,Nordeuropäerinnen und Nordeuropäer,N
12,Notarhonorar,Honorar von Notarinnen und Notaren,N
12,Oberaufseher,Oberaufseherin bzw. -aufseher,N
12,Objektleiter,Objektleiterin bzw. -leiter,N
12,Ombudsmänner,Ombudsleute,N
12,Orthoptisten,OrthoptistInnen,Y
12,Österreicher,Österreicherin bzw. Österreicher,N
12,Österreicher,ÖsterreicherInnen,Y
12,Österreicher,Österreicherinnen und Österreicher,N
12,Osteuropäern,Osteuropäerinnen und Osteuropäern,N
12,Partieführer,Partieführerin bzw. Partieführer,N
12,Partieführer,PartieführerInnen,Y
12,Pflegehelfer,Pflegehelferin bzw. -helfer,N
12,Pharmazeuten,Pharmazeutinnen und Pharmazeuten,N
12,Platzmeister,Platzmeisterin bzw. -meister,N
12,Praktikanten,Praktikantinnen und Praktikanten,N
12,Raucherpause,Zigarettenpause,N
12,Rechtsanwalt,Rechtsanwältin bzw. Rechtsanwalt,N
12,Repräsentant,Repräsentantin bzw. Repräsentant,N
12,Rezeptionist,Rezeptionistin bzw. Rezeptionist,N
12,Schauspieler,Schauspielerin bzw. Schauspieler,N
12,Schauspieler,SchauspielerInnen,Y
12,Schauspieler,Schauspielerinnen und Schauspieler,N
12,Schirmherren,Schirmfrauen und Schirmherren,N
12,Schuhmachern,Schuhmacherinnen und Schuhmachern,N
12,Sektionschef,Sektionschefin bzw. Sektionschef,N
12,Spezialisten,Spezialistinnen und Spezialisten,N
12,Staatsbürger,Staatsbürgerin bzw. Staatsbürger,N
12,Staatsbürger,StaatsbürgerInnen,Y
12,Staatsbürger,Staatsbürgerinnen und Staatsbürger,N
12,Steuerzahler,Steuerzahlerin bzw. Steuerzahler,N
12,Steuerzahler,Steuerzahlerinnen und Steuerzahler,N
12,Steuerzahler,SteuerzahlerInnen,Y
12,Steuerzahler,Steuerzahlende,N
12,Südeuropäern,Südeuropäerinnen und Südeuropäern,N
12,Supervisoren,SupervisorInnen,Y
12,Telefonistin,Telefonistin bzw. Telefonist,N
12,Tierpflegern,Tierpflegerinnen und Tierpflegern,N
12,Umweltanwalt,Umweltanwältin bzw. -anwalt,N
12,Unternehmern,Unternehmerinnen und Unternehmern,N
12,Urheberrecht,Copyright,N
12,Veranstalter,veranstaltet durch; veranstaltet von,N;
12,Vorarlberger,Vorarlbergerin bzw. Vorarlberger,N
12,Vorarlberger,VorarlbergerInnen,Y
12,Vorarlberger,Vorarlbergerinnen und Vorarlberger,N
12,Vorgesetzter,Führungskraft,N
12,Vorgesetzter,Vorgesetzte und Vorgesetzer,N
12,Vorsitzender,unter dem Vorsitz von,N
12,Vorsitzender,Vorsitzende bzw. Vorsitzender,N
12,Vorsitzender,Vorsitzführung,N
12,Westeuropäer,Westeuropäerin bzw. Westeuropäer,N
12,Westeuropäer,WesteuropäerInnen,Y
12,Westeuropäer,Westeuropäerinnen und Westeuropäer,N
12,Wettbewerber,Wettbewerberin bzw. Wettbewerber,N
12,Wettbewerber,WettbewerberInnen,Y
12,Wettbewerber,Wettbewerberinnen und Wettbewerber,N
12,Wirtschafter,Wirtschafterin bzw. Wirtschafter,N
12,Zimmermänner,Zimmerleute,N
12,Zugbegleiter,Zugbegleiterin bzw. Zugbegleiter,N
12,Zugbegleiter,ZugbegleiterInnen,Y
12,Zugbegleiter,Zugbegleiterinnen und Zugbegleiter,N
11,Absolventen,AbsolventInnen,Y
11,Absolventen,Absolventinnen und Absolventen,N
11,AHS-Lehrern,AHS-Lehrerinnen und AHS-Lehrern,N
11,Alkoholiker,Suchtkranke,N
11,Amerikanern,Amerikanerinnen und Amerikanern,N
11,Amtsgehilfe,Amtsgehilfin und Amtsgehilfe,N
11,Amtsleitern,Amtsleiterinnen und Amtsleitern,N
11,Analytikern,Analytikerinnen und Analytikern,N
11,Angehörigen,Familienmitgliedern,N
11,Angehörigen,Verwandten,N
11,Angehöriger,Angehörige bzw. Angehöriger,N
11,Angehöriger,Familienmitglied,N
11,Angeklagter,angeklagte Person,N
11,Arbeitgeber,Arbeitgeberin und Arbeitgeber,N
11,Arbeitgeber,ArbeitgeberInnen,Y
11,Arbeitgeber,Organisation der Arbeitsgebenden,N
11,Arbeitgeber,Arbeitgebende; Betriebe; Unternehmen,N
11,Architekten,Architektinnen und Architekten,N
11,Arzthelfern,Arzthelferinnen und Arzthelfern,N
11,Arztzeugnis,ärztliches Zeugnis,N
11,Arztzeugnis,Krankheitsbescheinigung,N
11,Arztzeugnis,Unfallbestätigung,N
11,Assistenten,AssistentInnen,Y
11,Assistenten,Assistentinnen und Assistenten,N
11,Asylwerbern,Asylwerberinnen und Asylwerbern,N
11,Augenzeugen,Augenzeuginnen und Augenzeugen,N
11,Ausstellern,Ausstellerinnen und Ausstellern,N
11,Autofahrern,Autofahrerinnen und Autofahrern,N
11,Bademeister,Bademeisterin und Bademeister,N
11,Bademeister,BademeisterInnen,Y
11,Bademeister,Bademeisterinnen und Bademeister,N
11,Bauarbeiter,Bauarbeiterin und Bauarbeiter,N
11,Bauarbeiter,BauarbeiterInnen,Y
11,Bauarbeiter,Bauarbeiterinnen und Bauarbeiter,N
11,Besitzender,im Besitz von,N
11,Betriebsrat,Betriebsrätin bzw. Betriebsrat,N
11,Bezirksräte,Bezirksrätinnen und Bezirksräte,N
11,Bierbrauern,Bierbrauerinnen und Bierbrauern,N
11,Buchhaltern,Buchhalterinnen und Buchhaltern,N
11,Controllern,Controllerinnen und Controllern,N
11,Dachdeckern,Dachdeckerinnen und Dachdeckern,N
11,Delegierten,Delegiertinnen und Delegierte,N
11,Dezernenten,DezernentInnen,Y
11,Dienstgeber,Dienstgeberin bzw. Dienstgeber,N
11,Dienstgeber,Dienstgeberinnen und Dienstgeber,N
11,Dienstgeber,DienstgeberInnen,Y
11,Dolmetscher,Dolmetscherin bzw. Dolmetscher,N
11,Dolmetscher,DolmetscherInnen,Y
11,Einrichtern,Einrichterinnen und Einrichtern,N
11,Einwanderer,Einwanderin bzw. Einwanderer,N
11,Elektrikern,Elektrikerinnen und Elektrikern,N
11,Evaluatoren,EvaluatorInnen,Y
11,Evaluatoren,Evaluierungsteam,N
11,Fachgehilfe,Fachgehilfin bzw. -gehilfe,N
11,Freigängern,Freigängerinnen und Freigängern,N
11,Funktionäre,Funktionärin bzw. Funktionär,N
11,Funktionäre,Funktionärinnen und Funktionäre,N
11,Garderobier,Gaderobiere und Garderobier,N
11,Genforscher,Genforscherin bzw. -forscher,N
11,Genforscher,GenforscherInnen,Y
11,Genforscher,Genforscherinnen und Genforscher,N
11,Gesetzgeber,gesetzgebende Instanz,N
11,Gesetzgeber,Legislative,N
11,Gesetzgeber,Gesetzgebende,N
11,Glasbläsern,Glasbläserinnen und Glasbläsern,N
11,Hausmeister,Hausmeisterin bzw. Hausmeister,N
11,Hausmeister,HausmeisterInnen,Y
11,Hausmeister,Hausmeisterinnen und Hausmeister,N
11,Heilmasseur,Heilmasseurin bzw.-masseur,N
11,Herausgeber,Herausgeberin bzw. Herausgeber,N
11,Herausgeber,herausgegeben von,N
11,Herausgeber,herausgegeben von,N
11,HTL-Lehrern,HTL-Lehrerinnen und HTL-Lehrern,N
11,Infomanager,Infomanagerin bzw. -manager,N
11,Infomanager,InfomanagerInnen,Y
11,Ingenieuren,Ingenieurinnen und Ingenieure,N
11,Innsbrucker,Innsbruckerin bzw. Innsbrucker,N
11,Innsbrucker,InnsbruckerInnen,Y
11,Innsbrucker,Innsbruckerinnen und Innsbrucker,N
11,Inspektoren,InspektorInnen,Y
11,Interviewer,Interviewende,N
11,Kabarettist,Kabarettistin und Kabarettist,N
11,Kartografen,KartografInnen,Y
11,Kommissaren,Kommissarinnen und Kommissaren,N
11,Komponisten,Komponistinnen und Komponisten,N
11,Konsumenten,KonsumentInnen,Y
11,Konsumenten,Konsumentinnen und Konsumenten,N
11,Konsumenten,Konsumentinnen und Konsumenten,N
11,Konsumenten,Kundschaft,N
11,Kontrolleur,Kontrolleurin bzw. Kontrolleur,N
11,Koordinator,Koordinatorin bzw. Koordinator,N
11,Kosmetikern,Kosmetikerinnen und Kosmetikern,N
11,Kraftfahrer,Kraftfahrerin bzw. Kraftfahrer,N
11,Kraftfahrer,KraftfahrerInnen,Y
11,Kraftfahrer,Kraftfahrerinnen und Kraftfahrer,N
11,Kubobmänner,Klubobleute,N
11,Lagerleiter,Lagerleiterin bzw. -leiter,N
11,Lagerleiter,Lagerleitung,N
11,Lieferanten,LieferantInnen,Y
11,Lieferanten,Lieferfirma,N
11,Logistikern,Logistikerinnen und Logistikern,N
11,Mädchenname,Geburtsname,N
11,Magazineure,MagazineurInnen,Y
11,Mechanikern,Mechanikerinnen und Mechanikern,N
11,Mitarbeiter,Angestellten,N
11,Mitarbeiter,Belegschaft,N
11,Mitarbeiter,Personal,N
11,Mitarbeiter,Mitarbeiterin bzw. Mitarbeiter,N
11,Mitarbeiter,MitarbeiterInnen,Y
11,Mitarbeiter,Mitarbeiterinnen und Mitarbeiter,N
11,Mitarbeiter,Team,N
11,Mitbewohner,Mitbewohnerin bzw. Mitbewohner,N
11,Mitbewohner,MitbewohnerInnen,Y
11,Mitbewohner,Mitbewohnerinnen und Mitbewohner,N
11,Moderatoren,Moderatorinnen und Moderatoren,N
11,Motorführer,Motorführerinnen und Motorführer,N
11,Not am Mann,Notsituation,N
11,Obermonteur,Obermonteurin bzw. -monteur,N
11,Ofensetzern,Ofensetzerinnen und Ofensetzern,N
11,Organisator,Organisationskomitee,N
11,Organisator,Organisierende,N
11,Organisator,organisiert von,N
11,Osteuropäer,Osteuropäerin bzw. Osteuropäer,N
11,Osteuropäer,OsteuropäerInnen,Y
11,Osteuropäer,Osteuropäerinnen und Osteuropäer,N
11,Osttirolern,Osttirolerinnen und Osttirolern,N
11,Preisträger,Geehrte,N
11,Preisträger,Preisträgerin bzw. Preisträger,N
11,Professoren,Professorinnen und Professoren,N
11,Psychologen,Psychologinnen und Psychologen,N
11,Redakteuren,Redakteurinnen und Redakteuren,N
11,Restaurator,Restauratorin bzw. Restaurator,N
11,Salzburgern,Salzburgerinnen und Salzburgern,N
11,SAP-KeyUser,SAP-KeyUserin bzw. -KeyUser,N
11,Schuhmacher,SchuhmacherInnen,Y
11,Schuhmacher,Schuhmacherinnen und Schuhmacher,N
11,Sportlehrer,Sportlehrerin bzw. Sportlehrer,N
11,Stakeholder,Stakeholderin bzw. Stakeholder,N
11,Stakeholder,StakeholderInnen,Y
11,Stakeholder,Interessensgruppe,N
11,Stakeholder,Stakeholderinnen und Stakeholder,N
11,Steinmetzen,Steinmetzinnen und Steinmetzen,N
11,Südeuropäer,Südeuropäerin bzw. Südeuropäer,N
11,Südeuropäer,SüdeuropäerInnen,Y
11,Südeuropäer,Südeuropäerinnen und Südeuropäer,N
11,Südtirolern,Südtirolerinnen und Südtirolern,N
11,Taxifahrern,Taxifahrerinnen und Taxifahrern,N
11,Technologen,Technologinnen und Technologen,N
11,Therapeuten,Therapeutinnen und Therapeuten,N
11,Tierpfleger,Tierpflegerin bzw. Tierpfleger,N
11,Tierpfleger,TierpflegerInnen,Y
11,Tierpfleger,Tierpflegerinnen und Tierpfleger,N
11,Unternehmer,Unternehmerin bzw. Unternehmer,N
11,Unternehmer,UnternehmerInnen,Y
11,Unternehmer,Unternehmerinnen und Unternehmer,N
11,Unternehmer,Selbstständige; Wirtschaftstreibende; Geschäftsleute,N
11,Verbraucher,Verbraucherin bzw. Verbraucher,N
11,Verbraucher,VerbraucherInnen,Y
11,Verteidiger,Rechtsvertretung,N
11,Verteidiger,Verteidigung,N
11,Verteidiger,Verteidigung; Rechtsvertretung,N;
11,Vorarbeiter,Vorarbeiterin bzw. Vorarbeiter,N
11,Vorarbeiter,VorarbeiterInnen,Y
11,Vorarbeiter,Vorarbeiterinnen und Vorarbeiter,N
11,Werkmeister,Werkmeisterin bzw. Werkmeister,N
11,Werkmeister,WerkmeisterInnen,Y
11,Wohnberater,Wohnberaterin bzw. Wohnberater,N
11,Zivilkläger,Zivilpartei,N
10,Abonnenten,AbonnentInnen,Y
10,Abonnenten,Abonnentinnen und Abonnenten,N
10,AHS-Lehrer,AHS-Lehrerin bzw. AHS-Lehrer,N
10,AHS-Lehrer,AHS-LehrerInnen,Y
10,AHS-Lehrer,AHS-Lehrerinnen und AHS-Lehrer,N
10,Amerikaner,Amerikanerin und Amerikaner,N
10,Amerikaner,AmerikanerInnen,Y
10,Amerikaner,Amerikanerinnen und Amerikaner,N
10,Amtsleiter,Amtsleiterin und Amtsleiter,N
10,Amtsleiter,AmtsleiterInnen,Y
10,Amtsleiter,Amtsleiterinnen und Amtsleiter,N
10,Analytiker,Analytikerin und Analytiker,N
10,Analytiker,AnalytikerInnen,Y
10,Analytiker,Analytikerinnen und Analytiker,N
10,Apothekern,Apothekerinnen und Apothekern,N
10,Archivaren,Archivarinnen und Archivaren,N
10,Aristokrat,Aristokratin und Aristokrat,N
10,Arzthelfer,Arzthelferin und Arzthelfer,N
10,Arzthelfer,ArzthelferInnen,Y
10,Arzthelfer,Arzthelferinnen und Arzthelfer,N
10,Arztkosten,(ärztliche) Behandlungskosten,N
10,Arzttermin,Behandlungstermin,N
10,Astrologen,Astrologinnen und Astrologen,N
10,Astronomen,Astronominnen und Astronomen,N
10,Asylwerber,Asylwerberin und Asylwerber,N
10,Asylwerber,AsylwerberInnen,Y
10,Asylwerber,Asylwerberinnen und Asylwerber,N
10,Asylwerber,Asylsuchende,N
10,Asylwerber,Personen im Asylverfahren,N
10,Aussteller,Ausstellerin und Aussteller,N
10,Aussteller,AusstellerInnen,Y
10,Aussteller,Ausstellerinnen und Aussteller,N
10,Autofahrer,Autofahrerin und Autofahrer,N
10,Autofahrer,AutofahrerInnen,Y
10,Autofahrer,Autofahrerinnen und Autofahrer,N
10,Babysitter,Babysitterin bzw. Babysitter,N
10,Bauwerbern,Bauwerberinnen und Bauwerbern,N
10,Bearbeiter,Bearbeiterin bzw. Bearbeiter,N
10,Bearbeiter,BearbeiterInnen,Y
10,Bearbeiter,Bearbeiterinnen und Bearbeiter,N
10,Bearbeiter,bearbeitet von,N
10,Begleitern,Begleiterinnen und Begleitern,N
10,Beifahrern,Beifahrerinnen und Beifahrern,N
10,Beteiligte,beteiligte Institutionen,N
10,Beteiligte,Partei,N
10,Beteiligte,Vertragspartei,N
10,Betrachter,Betrachtende,N
10,Bezirksrat,Bezirksrätin bzw. Bezirksrat,N
10,Bierbrauer,Bierbrauerin und Bierbrauer,N
10,Bierbrauer,BierbrauerInnen,Y
10,Bierbrauer,Bierbrauerinnen und Bierbrauer,N
10,Bildhauern,Bildhauerinnen und Bildhauern,N
10,Bregenzern,Bregenzerinnen und Bregenzern,N
10,Buchbinder,Buchbinderin bzw. Buchbinder,N
10,Buchbinder,Buchbinderin und Buchbinder,N
10,Buchbinder,BuchbinderInnen,Y
10,Buchbinder,Buchbinderinnen und -binder,N
10,Buchhalter,Buchhalterin bzw. Buchhalter,N
10,Buchhalter,BuchhalterInnen,Y
10,Buchhalter,Buchhalterinnen und Buchhalter,N
10,Bürohelfer,Bürohelferin bzw. -helfer,N
10,Büroleiter,Büroleiterin bzw. -leiter,N
10,Büroleiter,BüroleiterInnen,Y
10,Büroleiter,Büroleiterinnen und -leiter,N
10,Chauffeure,LenkerInnen,Y
10,Controller,Controllerin bzw. Controller,N
10,Controller,ControllerInnen,Y
10,Controller,Controllerinnen und Controller,N
10,Dachdecker,Dachdeckerin und Dachdecker,N
10,Dachdecker,DachdeckerInnen,Y
10,Dachdecker,Dachdeckerinnen und Dachdecker,N
10,Diätologen,DiätologInnen,Y
10,Direktoren,DirektorInnen,Y
10,Dirigenten,DirigentInnen,Y
10,Dirigenten,Dirigentinnen und Dirigenten,N
10,Drechslern,Drechslerinnen und Drechslern,N
